总编号,是否循环,位置参数1,图片索引,滞留时间,列1,列2,行1,行2,文件编号,未知参数2,文件路径
9043,0,0,0,10,0.738,0.779,0.082,0.164,0,19,UI\UIP5\ZDtouxiang@
9044,0,0,0,10,0.779,0.820,0.082,0.164,0,19,UI\UIP5\ZDtouxiang@
9045,0,0,0,10,0.820,0.861,0.082,0.164,0,19,UI\UIP5\ZDtouxiang@
9046,0,0,0,10,0.861,0.902,0.082,0.164,0,19,UI\UIP5\ZDtouxiang@
9047,0,0,0,10,0.902,0.943,0.082,0.164,0,19,UI\UIP5\ZDtouxiang@
9048,0,0,0,10,0.943,0.984,0.082,0.164,0,19,UI\UIP5\ZDtouxiang@
9049,0,0,0,10,0.000,0.041,0.164,0.246,0,19,UI\UIP5\ZDtouxiang@
9050,0,0,0,10,0.041,0.082,0.164,0.246,0,19,UI\UIP5\ZDtouxiang@
9051,0,0,0,10,0.082,0.123,0.164,0.246,0,19,UI\UIP5\ZDtouxiang@
9052,0,0,0,10,0.123,0.164,0.164,0.246,0,19,UI\UIP5\ZDtouxiang@
9053,0,0,0,10,0.164,0.205,0.164,0.246,0,19,UI\UIP5\ZDtouxiang@
9054,0,0,0,10,0.205,0.246,0.164,0.246,0,19,UI\UIP5\ZDtouxiang@
9055,0,0,0,10,0.246,0.287,0.164,0.246,0,19,UI\UIP5\ZDtouxiang@
9056,0,0,0,10,0.287,0.328,0.164,0.246,0,19,UI\UIP5\ZDtouxiang@
9057,0,0,0,10,0.328,0.369,0.164,0.246,0,19,UI\UIP5\ZDtouxiang@
9058,0,0,0,10,0.369,0.410,0.164,0.246,0,19,UI\UIP5\ZDtouxiang@
9059,0,0,0,10,0.410,0.451,0.164,0.246,0,19,UI\UIP5\ZDtouxiang@
9060,0,0,0,10,0.451,0.492,0.164,0.246,0,19,UI\UIP5\ZDtouxiang@
9061,0,0,0,10,0.492,0.533,0.164,0.246,0,19,UI\UIP5\ZDtouxiang@
9062,0,0,0,10,0.533,0.574,0.164,0.246,0,19,UI\UIP5\ZDtouxiang@
9063,0,0,0,10,0.574,0.615,0.164,0.246,0,19,UI\UIP5\ZDtouxiang@
9064,0,0,0,10,0.615,0.656,0.164,0.246,0,19,UI\UIP5\ZDtouxiang@
9065,0,0,0,10,0.656,0.697,0.164,0.246,0,19,UI\UIP5\ZDtouxiang@
9066,0,0,0,10,0.697,0.738,0.164,0.246,0,19,UI\UIP5\ZDtouxiang@
9067,0,0,0,10,0.738,0.779,0.164,0.246,0,19,UI\UIP5\ZDtouxiang@
9068,0,0,0,10,0.779,0.820,0.164,0.246,0,19,UI\UIP5\ZDtouxiang@
9069,0,0,0,10,0.820,0.861,0.164,0.246,0,19,UI\UIP5\ZDtouxiang@
9070,0,0,0,10,0.861,0.902,0.164,0.246,0,19,UI\UIP5\ZDtouxiang@
9071,0,0,0,10,0.902,0.943,0.164,0.246,0,19,UI\UIP5\ZDtouxiang@
9072,0,0,0,10,0.943,0.984,0.164,0.246,0,19,UI\UIP5\ZDtouxiang@
9073,0,0,0,10,0.000,0.041,0.246,0.328,0,19,UI\UIP5\ZDtouxiang@
9074,0,0,0,10,0.041,0.082,0.246,0.328,0,19,UI\UIP5\ZDtouxiang@
9075,0,0,0,10,0.082,0.123,0.246,0.328,0,19,UI\UIP5\ZDtouxiang@
9076,0,0,0,10,0.123,0.164,0.246,0.328,0,19,UI\UIP5\ZDtouxiang@
9077,0,0,0,10,0.164,0.205,0.246,0.328,0,19,UI\UIP5\ZDtouxiang@
9078,0,0,0,10,0.205,0.246,0.246,0.328,0,19,UI\UIP5\ZDtouxiang@
9079,0,0,0,10,0.246,0.287,0.246,0.328,0,19,UI\UIP5\ZDtouxiang@
9080,0,0,0,10,0.287,0.328,0.246,0.328,0,19,UI\UIP5\ZDtouxiang@
9081,0,0,0,10,0.328,0.369,0.246,0.328,0,19,UI\UIP5\ZDtouxiang@
9082,0,0,0,10,0.369,0.410,0.246,0.328,0,19,UI\UIP5\ZDtouxiang@
9083,0,0,0,10,0.410,0.451,0.246,0.328,0,19,UI\UIP5\ZDtouxiang@
9084,0,0,0,10,0.451,0.492,0.246,0.328,0,19,UI\UIP5\ZDtouxiang@
9085,0,0,0,10,0.492,0.533,0.246,0.328,0,19,UI\UIP5\ZDtouxiang@
9086,0,0,0,10,0.533,0.574,0.246,0.328,0,19,UI\UIP5\ZDtouxiang@
9087,0,0,0,10,0.574,0.615,0.246,0.328,0,19,UI\UIP5\ZDtouxiang@
9088,0,0,0,10,0.615,0.656,0.246,0.328,0,19,UI\UIP5\ZDtouxiang@
9089,0,0,0,10,0.656,0.697,0.246,0.328,0,19,UI\UIP5\ZDtouxiang@
9090,0,0,0,10,0.697,0.738,0.246,0.328,0,19,UI\UIP5\ZDtouxiang@
9091,0,0,0,10,0.738,0.779,0.246,0.328,0,19,UI\UIP5\ZDtouxiang@
9092,0,0,0,10,0.779,0.820,0.246,0.328,0,19,UI\UIP5\ZDtouxiang@
9093,0,0,0,10,0.820,0.861,0.246,0.328,0,19,UI\UIP5\ZDtouxiang@
9094,0,0,0,10,0.861,0.902,0.246,0.328,0,19,UI\UIP5\ZDtouxiang@
9095,0,0,0,10,0.902,0.943,0.246,0.328,0,19,UI\UIP5\ZDtouxiang@
9096,0,0,0,10,0.943,0.984,0.246,0.328,0,19,UI\UIP5\ZDtouxiang@
9097,0,0,0,10,0.000,0.041,0.328,0.410,0,19,UI\UIP5\ZDtouxiang@
9098,0,0,0,10,0.041,0.082,0.328,0.410,0,19,UI\UIP5\ZDtouxiang@
9099,0,0,0,10,0.082,0.123,0.328,0.410,0,19,UI\UIP5\ZDtouxiang@
9100,0,0,0,10,0.123,0.164,0.328,0.410,0,19,UI\UIP5\ZDtouxiang@
9101,0,0,0,10,0.164,0.205,0.328,0.410,0,19,UI\UIP5\ZDtouxiang@
9102,0,0,0,10,0.205,0.246,0.328,0.410,0,19,UI\UIP5\ZDtouxiang@
9103,0,0,0,10,0.000,0.041,0.410,0.492,0,19,UI\UIP5\ZDtouxiang@
9104,0,0,0,10,0.041,0.082,0.410,0.492,0,19,UI\UIP5\ZDtouxiang@
9105,0,0,0,10,0.082,0.123,0.410,0.492,0,19,UI\UIP5\ZDtouxiang@
9106,0,0,0,10,0.123,0.164,0.410,0.492,0,19,UI\UIP5\ZDtouxiang@
9107,0,0,0,10,0.164,0.205,0.410,0.492,0,19,UI\UIP5\ZDtouxiang@
9108,0,0,0,10,0.205,0.246,0.410,0.492,0,19,UI\UIP5\ZDtouxiang@
9109,0,0,0,10,0.246,0.287,0.410,0.492,0,19,UI\UIP5\ZDtouxiang@
9110,0,0,0,10,0.287,0.328,0.410,0.492,0,19,UI\UIP5\ZDtouxiang@
9111,0,0,0,10,0.328,0.369,0.410,0.492,0,19,UI\UIP5\ZDtouxiang@
9112,0,0,0,10,0.369,0.410,0.410,0.492,0,19,UI\UIP5\ZDtouxiang@
9113,0,0,0,10,0.410,0.451,0.410,0.492,0,19,UI\UIP5\ZDtouxiang@
9114,0,0,0,10,0.451,0.492,0.410,0.492,0,19,UI\UIP5\ZDtouxiang@
9115,0,0,0,10,0.493,0.534,0.410,0.492,0,19,UI\UIP5\ZDtouxiang@
9116,0,0,0,10,0.533,0.574,0.410,0.492,0,19,UI\UIP5\ZDtouxiang@
9117,0,0,0,10,0.574,0.615,0.410,0.492,0,19,UI\UIP5\ZDtouxiang@
9118,0,0,0,10,0.615,0.656,0.410,0.492,0,19,UI\UIP5\ZDtouxiang@
9119,0,0,0,10,0.656,0.697,0.410,0.492,0,19,UI\UIP5\ZDtouxiang@
9120,0,0,0,10,0.697,0.738,0.410,0.492,0,19,UI\UIP5\ZDtouxiang@
9121,0,0,0,10,0.738,0.779,0.410,0.492,0,19,UI\UIP5\ZDtouxiang@
9122,0,0,0,10,0.779,0.820,0.410,0.492,0,19,UI\UIP5\ZDtouxiang@
9123,0,0,0,10,0.820,0.861,0.410,0.492,0,19,UI\UIP5\ZDtouxiang@
9124,0,0,0,10,0.861,0.902,0.410,0.492,0,19,UI\UIP5\ZDtouxiang@
9125,0,0,0,10,0.902,0.943,0.410,0.492,0,19,UI\UIP5\ZDtouxiang@
9126,0,0,0,10,0.943,0.984,0.410,0.492,0,19,UI\UIP5\ZDtouxiang@
9127,0,0,0,10,0.000,0.041,0.492,0.574,0,19,UI\UIP5\ZDtouxiang@
9128,0,0,0,10,0.041,0.082,0.492,0.574,0,19,UI\UIP5\ZDtouxiang@
9129,0,0,0,10,0.000,0.041,0.574,0.656,0,19,UI\UIP5\ZDtouxiang@
9130,0,0,0,10,0.041,0.082,0.574,0.656,0,19,UI\UIP5\ZDtouxiang@
9131,0,0,0,10,0.082,0.123,0.574,0.656,0,19,UI\UIP5\ZDtouxiang@
9132,0,0,0,10,0.123,0.164,0.574,0.656,0,19,UI\UIP5\ZDtouxiang@
9133,0,0,0,10,0.164,0.205,0.574,0.656,0,19,UI\UIP5\ZDtouxiang@
9134,0,0,0,10,0.205,0.246,0.574,0.656,0,19,UI\UIP5\ZDtouxiang@
9135,0,0,0,10,0.246,0.287,0.574,0.656,0,19,UI\UIP5\ZDtouxiang@
9136,0,0,0,10,0.287,0.328,0.574,0.656,0,19,UI\UIP5\ZDtouxiang@
9137,0,0,0,10,0.328,0.369,0.574,0.656,0,19,UI\UIP5\ZDtouxiang@
9138,0,0,0,10,0.369,0.410,0.574,0.656,0,19,UI\UIP5\ZDtouxiang@
9139,0,0,0,10,0.410,0.451,0.574,0.656,0,19,UI\UIP5\ZDtouxiang@
9140,0,0,0,10,0.451,0.492,0.574,0.656,0,19,UI\UIP5\ZDtouxiang@
9141,0,0,0,10,0.492,0.533,0.574,0.656,0,19,UI\UIP5\ZDtouxiang@
9142,0,0,0,10,0.533,0.574,0.574,0.656,0,19,UI\UIP5\ZDtouxiang@
9143,0,0,0,10,0.574,0.615,0.574,0.656,0,19,UI\UIP5\ZDtouxiang@
9144,0,0,0,10,0.615,0.656,0.574,0.656,0,19,UI\UIP5\ZDtouxiang@
9145,0,0,0,10,0.656,0.697,0.574,0.656,0,19,UI\UIP5\ZDtouxiang@
9146,0,0,0,10,0.246,0.287,0.328,0.410,0,19,UI\UIP5\ZDtouxiang@
9147,0,0,0,10,0.287,0.328,0.328,0.410,0,19,UI\UIP5\ZDtouxiang@
9200,0,0,0,10,0.750,0.813,0.500,0.750,0,18,UI\UIP5\buttonDLC@
9201,1,0,0,33,0.000,0.063,0.000,0.250,0,18,UI\UIP5\buttonDLC@
9201,1,0,1,33,0.063,0.125,0.000,0.250,0,18,UI\UIP5\buttonDLC@
9201,1,0,2,33,0.125,0.188,0.000,0.250,0,18,UI\UIP5\buttonDLC@
9201,1,0,3,33,0.188,0.250,0.000,0.250,0,18,UI\UIP5\buttonDLC@
9201,1,0,4,33,0.250,0.313,0.000,0.250,0,18,UI\UIP5\buttonDLC@
9201,1,0,5,33,0.313,0.375,0.000,0.250,0,18,UI\UIP5\buttonDLC@
9201,1,0,6,33,0.375,0.438,0.000,0.250,0,18,UI\UIP5\buttonDLC@
9201,1,0,7,33,0.438,0.500,0.000,0.250,0,18,UI\UIP5\buttonDLC@
9201,1,0,8,33,0.500,0.563,0.000,0.250,0,18,UI\UIP5\buttonDLC@
9201,1,0,9,33,0.563,0.625,0.000,0.250,0,18,UI\UIP5\buttonDLC@
9201,1,0,10,33,0.625,0.688,0.000,0.250,0,18,UI\UIP5\buttonDLC@
9201,1,0,11,33,0.688,0.750,0.000,0.250,0,18,UI\UIP5\buttonDLC@
9201,1,0,12,33,0.750,0.813,0.000,0.250,0,18,UI\UIP5\buttonDLC@
9201,1,0,13,33,0.813,0.875,0.000,0.250,0,18,UI\UIP5\buttonDLC@
9201,1,0,14,33,0.875,0.938,0.000,0.250,0,18,UI\UIP5\buttonDLC@
9202,1,0,0,33,0.938,1.000,0.000,0.250,0,18,UI\UIP5\buttonDLC@
9202,1,0,1,33,0.000,0.063,0.250,0.500,0,18,UI\UIP5\buttonDLC@
9202,1,0,2,33,0.063,0.125,0.250,0.500,0,18,UI\UIP5\buttonDLC@
9202,1,0,3,33,0.125,0.188,0.250,0.500,0,18,UI\UIP5\buttonDLC@
9202,1,0,4,33,0.188,0.250,0.250,0.500,0,18,UI\UIP5\buttonDLC@
9202,1,0,5,33,0.250,0.313,0.250,0.500,0,18,UI\UIP5\buttonDLC@
9202,1,0,6,33,0.313,0.375,0.250,0.500,0,18,UI\UIP5\buttonDLC@
9202,1,0,7,33,0.375,0.438,0.250,0.500,0,18,UI\UIP5\buttonDLC@
9202,1,0,8,33,0.438,0.500,0.250,0.500,0,18,UI\UIP5\buttonDLC@
9202,1,0,9,33,0.500,0.563,0.250,0.500,0,18,UI\UIP5\buttonDLC@
9202,1,0,10,33,0.563,0.625,0.250,0.500,0,18,UI\UIP5\buttonDLC@
9202,1,0,11,33,0.625,0.688,0.250,0.500,0,18,UI\UIP5\buttonDLC@
9202,1,0,12,33,0.688,0.750,0.250,0.500,0,18,UI\UIP5\buttonDLC@
9202,1,0,13,33,0.750,0.813,0.250,0.500,0,18,UI\UIP5\buttonDLC@
9202,1,0,14,33,0.813,0.875,0.250,0.500,0,18,UI\UIP5\buttonDLC@
9202,1,0,15,33,0.875,0.938,0.250,0.500,0,18,UI\UIP5\buttonDLC@
9202,1,0,16,33,0.938,1.000,0.250,0.500,0,18,UI\UIP5\buttonDLC@
9202,1,0,17,33,0.000,0.063,0.500,0.750,0,18,UI\UIP5\buttonDLC@
9202,1,0,18,33,0.063,0.125,0.500,0.750,0,18,UI\UIP5\buttonDLC@
9202,1,0,19,33,0.125,0.188,0.500,0.750,0,18,UI\UIP5\buttonDLC@
9202,1,0,20,33,0.188,0.250,0.500,0.750,0,18,UI\UIP5\buttonDLC@
9202,1,0,21,33,0.250,0.313,0.500,0.750,0,18,UI\UIP5\buttonDLC@
9202,1,0,22,33,0.313,0.375,0.500,0.750,0,18,UI\UIP5\buttonDLC@
9202,1,0,23,33,0.375,0.438,0.500,0.750,0,18,UI\UIP5\buttonDLC@
9202,1,0,24,33,0.438,0.500,0.500,0.750,0,18,UI\UIP5\buttonDLC@
9202,1,0,25,33,0.500,0.563,0.500,0.750,0,18,UI\UIP5\buttonDLC@
9202,1,0,26,33,0.563,0.625,0.500,0.750,0,18,UI\UIP5\buttonDLC@
9202,1,0,27,33,0.625,0.688,0.500,0.750,0,18,UI\UIP5\buttonDLC@
9202,1,0,28,33,0.688,0.750,0.500,0.750,0,18,UI\UIP5\buttonDLC@
9202,1,0,29,33,0.750,0.813,0.500,0.750,0,18,UI\UIP5\buttonDLC@
9203,0,0,0,10,0.875,0.938,0.000,0.250,0,18,UI\UIP5\buttonDLC@
9204,0,0,0,10,0.000,1.000,0.000,1.000,0,39,UI\UIP5\MiniMap\MiniMap_DLCshushan_0_0@
9205,0,0,0,10,0.000,1.000,0.000,1.000,0,39,UI\UIP5\MiniMap\MiniMap_DLCshushan_1_0@
9206,0,0,0,10,0.000,1.000,0.000,1.000,0,39,UI\UIP5\MiniMap\MiniMap_DLCshushan_0_1@
9207,0,0,0,10,0.000,1.000,0.000,1.000,0,39,UI\UIP5\MiniMap\MiniMap_DLCshushan_1_1@
9208,0,0,0,10,0.000,0.117,0.000,0.117,0,12,UI\UIP5\DLC@
9209,0,0,0,10,0.117,0.234,0.000,0.117,0,12,UI\UIP5\DLC@
9210,0,0,0,10,0.234,0.352,0.000,0.117,0,12,UI\UIP5\DLC@
9211,0,0,0,10,0.352,0.469,0.000,0.117,0,12,UI\UIP5\DLC@
9212,0,0,0,10,0.000,0.381,0.176,0.342,0,12,UI\UIP5\DLC@
9213,0,0,0,10,0.000,0.430,0.352,0.672,0,12,UI\UIP5\DLC@
9214,0,0,0,10,0.000,0.430,0.703,0.826,0,12,UI\UIP5\DLC@
9215,0,0,0,10,0.000,0.195,0.000,0.195,0,18,UI\UIP5\DLCweapon@
9216,0,0,0,10,0.195,0.391,0.000,0.195,0,18,UI\UIP5\DLCweapon@
9217,0,0,0,10,0.391,0.586,0.000,0.195,0,18,UI\UIP5\DLCweapon@
9218,0,0,0,10,0.586,0.781,0.000,0.195,0,18,UI\UIP5\DLCweapon@
9219,0,0,0,10,0.480,0.910,0.000,0.320,0,12,UI\UIP5\DLC@
9220,0,0,0,10,0.480,0.910,0.320,0.641,0,12,UI\UIP5\DLC@
9221,0,0,0,10,0.000,0.191,0.000,0.195,0,14,UI\UIP5\ZDDLC@
9222,0,0,0,10,0.191,0.383,0.000,0.195,0,14,UI\UIP5\ZDDLC@
9223,0,0,0,10,0.383,0.574,0.000,0.195,0,14,UI\UIP5\ZDDLC@
9224,0,0,0,10,0.574,0.766,0.000,0.195,0,14,UI\UIP5\ZDDLC@
9225,0,0,0,10,0.000,0.391,0.223,0.613,0,14,UI\UIP5\ZDDLC@
9226,0,0,0,10,0.391,0.781,0.223,0.613,0,14,UI\UIP5\ZDDLC@
9227,0,0,0,10,0.000,1.000,0.000,1.000,0,46,UI\UIP5\MiniMap\MiniMap_wuyueshendiayewan_0_0@
9228,0,0,0,10,0.781,0.977,0.000,0.195,0,18,UI\UIP5\DLCweapon@
9229,0,0,0,10,0.000,0.391,0.195,0.684,0,18,UI\UIP5\DLCweapon@
9230,0,0,0,10,0.000,0.391,0.000,0.488,0,15,UI\UIP5\bq-DLC@
9231,0,0,0,10,0.391,0.781,0.000,0.488,0,15,UI\UIP5\bq-DLC@
9232,0,0,0,10,0.000,1.000,0.000,1.000,0,32,UI\UIP5\MiniMap\wuyueshendianmu@
9233,0,0,0,10,0.000,0.430,0.625,0.945,0,14,UI\UIP5\ZDDLC@
9234,0,0,0,10,0.430,0.859,0.625,0.945,0,14,UI\UIP5\ZDDLC@
9235,0,0,0,10,0.391,0.586,0.195,0.391,0,18,UI\UIP5\DLCweapon@
9236,0,0,0,10,0.586,0.781,0.195,0.391,0,18,UI\UIP5\DLCweapon@
9237,0,0,0,10,0.781,0.977,0.195,0.391,0,18,UI\UIP5\DLCweapon@
9238,0,0,0,10,0.391,0.586,0.391,0.586,0,18,UI\UIP5\DLCweapon@
9239,0,0,0,10,0.000,0.215,0.000,0.160,0,14,UI\UIP5\DLC3k@
9240,0,0,0,10,0.215,0.430,0.000,0.160,0,14,UI\UIP5\DLC3k@
9241,0,0,0,10,0.000,0.215,0.160,0.320,0,14,UI\UIP5\DLC3k@
9242,0,0,0,10,0.215,0.430,0.160,0.320,0,14,UI\UIP5\DLC3k@
9243,0,0,0,10,0.000,0.215,0.320,0.480,0,14,UI\UIP5\DLC3k@
9244,0,0,0,10,0.215,0.430,0.320,0.480,0,14,UI\UIP5\DLC3k@
9245,0,0,0,10,0.000,0.215,0.480,0.641,0,14,UI\UIP5\DLC3k@
9246,0,0,0,10,0.215,0.430,0.480,0.641,0,14,UI\UIP5\DLC3k@
10000,1,0,0,30,0.000,0.500,0.000,0.500,0,33,Effect\LHuiling\EX_mingzhongxulie
10000,1,0,1,30,0.500,1.000,0.000,0.500,0,33,Effect\LHuiling\EX_mingzhongxulie
10000,1,0,2,30,0.000,0.500,0.500,1.000,0,33,Effect\LHuiling\EX_mingzhongxulie
10000,1,0,3,30,0.500,1.000,0.500,1.000,0,33,Effect\LHuiling\EX_mingzhongxulie
10001,1,0,0,30,0.000,0.500,0.000,0.500,0,34,Effect\LHuiling\EX_mingzhongxulie2
10001,1,0,1,30,0.500,1.000,0.000,0.500,0,34,Effect\LHuiling\EX_mingzhongxulie2
10001,1,0,2,30,0.000,0.500,0.500,1.000,0,34,Effect\LHuiling\EX_mingzhongxulie2
10001,1,0,3,30,0.500,1.000,0.500,1.000,0,34,Effect\LHuiling\EX_mingzhongxulie2
10002,1,0,0,10,0.000,1.000,0.000,1.000,0,28,Effect\LHuiling\EX_guangdian
10003,1,0,0,10,0.000,1.000,0.000,1.000,0,34,Effect\LHuiling\EX_light_guangmang
10004,1,0,0,10,0.000,1.000,0.000,1.000,0,30,Effect\LHuiling\EX_junyunguang
10005,1,0,0,10,0.000,1.000,0.000,1.000,0,31,Effect\LHuiling\EX_baisefsguang
10006,1,0,0,10,0.000,1.000,0.000,1.000,0,29,Effect\LHuiling\EX_wj_guangci
10007,1,0,0,10,0.000,1.000,0.000,1.000,0,30,Effect\LHuiling\EX_gjshanguang
10008,1,0,0,10,0.000,1.000,0.000,1.000,0,30,Effect\LHuiling\EX_fsguangci03
10009,1,0,0,10,0.000,1.000,0.000,1.000,0,31,Effect\LHuiling\EX_ruoguanghuan
10010,0,0,0,40,0.000,0.250,0.000,0.250,0,34,Effect\LHuiling\EX_fsshuguang_blue
10010,0,0,1,40,0.250,0.500,0.000,0.250,0,34,Effect\LHuiling\EX_fsshuguang_blue
10010,0,0,2,40,0.500,0.750,0.000,0.250,0,34,Effect\LHuiling\EX_fsshuguang_blue
10010,0,0,3,40,0.750,1.000,0.000,0.250,0,34,Effect\LHuiling\EX_fsshuguang_blue
10010,0,0,4,40,0.000,0.250,0.250,0.500,0,34,Effect\LHuiling\EX_fsshuguang_blue
10010,0,0,5,40,0.250,0.500,0.250,0.500,0,34,Effect\LHuiling\EX_fsshuguang_blue
10010,0,0,6,40,0.500,0.750,0.250,0.500,0,34,Effect\LHuiling\EX_fsshuguang_blue
10010,0,0,7,40,0.750,1.000,0.250,0.500,0,34,Effect\LHuiling\EX_fsshuguang_blue
10010,0,0,8,40,0.000,0.250,0.500,0.750,0,34,Effect\LHuiling\EX_fsshuguang_blue
10010,0,0,9,40,0.250,0.500,0.500,0.750,0,34,Effect\LHuiling\EX_fsshuguang_blue
10010,0,0,10,40,0.500,0.750,0.500,0.750,0,34,Effect\LHuiling\EX_fsshuguang_blue
10010,0,0,11,40,0.750,1.000,0.500,0.750,0,34,Effect\LHuiling\EX_fsshuguang_blue
10010,0,0,12,40,0.000,0.250,0.750,1.000,0,34,Effect\LHuiling\EX_fsshuguang_blue
10010,0,0,13,40,0.250,0.500,0.750,1.000,0,34,Effect\LHuiling\EX_fsshuguang_blue
10010,0,0,14,40,0.500,0.750,0.750,1.000,0,34,Effect\LHuiling\EX_fsshuguang_blue
10010,0,0,15,40,0.750,1.000,0.750,1.000,0,34,Effect\LHuiling\EX_fsshuguang_blue
10011,1,0,0,10,0.000,1.000,0.000,1.000,0,29,Effect\LHuiling\EX_huanxing01
10012,1,0,0,10,0.000,1.000,0.000,1.000,0,22,Effect\LHuiling\EX_xue
10013,1,0,0,60,0.000,0.250,0.000,0.250,0,17,Effect\EX_psmok02
10013,1,0,1,60,0.250,0.500,0.000,0.250,0,17,Effect\EX_psmok02
10013,1,0,2,60,0.500,0.750,0.000,0.250,0,17,Effect\EX_psmok02
10013,1,0,3,60,0.750,1.000,0.000,0.250,0,17,Effect\EX_psmok02
10013,1,0,4,60,0.000,0.250,0.250,0.500,0,17,Effect\EX_psmok02
10013,1,0,5,60,0.250,0.500,0.250,0.500,0,17,Effect\EX_psmok02
10013,1,0,6,60,0.500,0.750,0.250,0.500,0,17,Effect\EX_psmok02
10013,1,0,7,60,0.750,1.000,0.250,0.500,0,17,Effect\EX_psmok02
10013,1,0,8,60,0.000,0.250,0.500,0.750,0,17,Effect\EX_psmok02
10013,1,0,9,60,0.250,0.500,0.500,0.750,0,17,Effect\EX_psmok02
10013,1,0,10,60,0.500,0.750,0.500,0.750,0,17,Effect\EX_psmok02
10013,1,0,11,60,0.750,1.000,0.500,0.750,0,17,Effect\EX_psmok02
10014,1,0,0,30,0.500,0.750,0.000,0.250,0,16,Effect\EX_smok01
10014,1,0,1,30,0.750,1.000,0.000,0.250,0,16,Effect\EX_smok01
10014,1,0,2,30,0.000,0.250,0.250,0.500,0,16,Effect\EX_smok01
10014,1,0,3,30,0.250,0.500,0.250,0.500,0,16,Effect\EX_smok01
10014,1,0,4,30,0.500,0.750,0.250,0.500,0,16,Effect\EX_smok01
10014,1,0,5,30,0.750,1.000,0.250,0.500,0,16,Effect\EX_smok01
10014,1,0,6,30,0.000,0.250,0.500,0.750,0,16,Effect\EX_smok01
10014,1,0,7,30,0.250,0.500,0.500,0.750,0,16,Effect\EX_smok01
10014,1,0,8,30,0.500,0.750,0.500,0.750,0,16,Effect\EX_smok01
10014,1,0,9,30,0.750,1.000,0.500,0.750,0,16,Effect\EX_smok01
10014,1,0,10,30,0.000,0.250,0.750,1.000,0,16,Effect\EX_smok01
10015,1,0,0,10,0.000,1.000,0.000,1.000,0,16,Effect\EX_fire02
10016,1,0,0,10,0.000,1.000,0.000,1.000,0,18,Effect\EX_blight02
10017,1,0,0,10,0.000,1.000,0.000,1.000,0,27,Effect\LHuiling\EX_huismoke
10018,1,0,0,10,0.000,1.000,0.000,1.000,0,31,Effect\LHuiling\EX_junyunguang2
10019,1,0,0,10,0.000,1.000,0.000,1.000,0,16,Effect\EX_fire04
10020,1,0,0,10,0.000,0.500,0.000,0.500,0,29,Effect\LHuiling\EX_dahuoxulie
10020,1,0,1,10,0.500,1.000,0.000,0.500,0,29,Effect\LHuiling\EX_dahuoxulie
10020,1,0,2,10,0.000,0.500,0.500,1.000,0,29,Effect\LHuiling\EX_dahuoxulie
10020,1,0,3,10,0.500,1.000,0.500,1.000,0,29,Effect\LHuiling\EX_dahuoxulie
10020,1,0,4,10,0.000,0.500,0.000,0.500,0,29,Effect\LHuiling\EX_dahuoxulie
10020,1,0,5,10,0.500,1.000,0.000,0.500,0,29,Effect\LHuiling\EX_dahuoxulie
10021,1,0,0,10,0.000,1.000,0.000,1.000,0,17,Effect\EX_flash03
10022,1,0,0,10,0.000,1.000,0.000,1.000,0,17,Effect\EX_nsmok01
10023,1,0,0,10,0.000,1.000,0.000,1.000,0,16,Effect\EX_fire06
10024,1,0,0,10,0.000,1.000,0.000,1.000,0,26,Effect\LHuiling\EX_huowu01
10025,1,0,0,10,0.000,1.000,0.000,1.000,0,27,Effect\LHuiling\EX_daoguang
10026,1,0,0,10,0.000,1.000,0.000,1.000,0,30,Effect\LHuiling\EX_daoguang_ry
10027,1,0,0,10,0.000,1.000,0.000,1.000,0,33,Effect\LHuiling\EX_daoguang_green
10028,1,0,0,10,0.000,1.000,0.000,1.000,0,32,Effect\LHuiling\EX_daoguang_blue
10029,1,0,0,10,0.000,1.000,0.000,1.000,0,26,Effect\LHuiling\EX_smoke03
10030,1,0,0,10,0.000,1.000,0.000,1.000,0,27,Effect\LHuiling\EX_tu_smoke
10031,1,0,0,10,0.000,1.000,0.000,1.000,0,26,Effect\LHuiling\EX_stone04
10032,1,0,0,10,0.000,1.000,0.000,1.000,0,27,Effect\LHuiling\EX_xingxing
10033,1,0,0,10,0.000,1.000,0.000,1.000,0,31,Effect\LHuiling\EX_yingbaiguang
10034,1,0,0,50,0.000,0.250,0.000,0.250,0,30,Effect\LHuiling\EX_fsshuxian01
10034,1,0,1,50,0.250,0.500,0.000,0.250,0,30,Effect\LHuiling\EX_fsshuxian01
10034,1,0,2,50,0.500,0.750,0.000,0.250,0,30,Effect\LHuiling\EX_fsshuxian01
10034,1,0,3,50,0.750,1.000,0.000,0.250,0,30,Effect\LHuiling\EX_fsshuxian01
10034,1,0,4,50,0.000,0.250,0.250,0.500,0,30,Effect\LHuiling\EX_fsshuxian01
10034,1,0,5,50,0.250,0.500,0.250,0.500,0,30,Effect\LHuiling\EX_fsshuxian01
10034,1,0,6,50,0.500,0.750,0.250,0.500,0,30,Effect\LHuiling\EX_fsshuxian01
10034,1,0,7,50,0.750,1.000,0.250,0.500,0,30,Effect\LHuiling\EX_fsshuxian01
10034,1,0,8,50,0.000,0.250,0.500,0.750,0,30,Effect\LHuiling\EX_fsshuxian01
10034,1,0,9,50,0.250,0.500,0.500,0.750,0,30,Effect\LHuiling\EX_fsshuxian01
